name                                                                                                                             Code_Page                                                                                                                                                                                                                                                        description
Upper_Sorbian_100_CS_AI_KS_SC                                                                                                    1252                                                                                                                                                                                                                                                             Upper-Sorbian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Upper_Sorbian_100_CS_AI_KS_WS_SC                                                                                                 1252                                                                                                                                                                                                                                                             Upper-Sorbian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Upper_Sorbian_100_CS_AS_SC                                                                                                       1252                                                                                                                                                                                                                                                             Upper-Sorbian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Upper_Sorbian_100_CS_AS_WS_SC                                                                                                    1252                                                                                                                                                                                                                                                             Upper-Sorbian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Upper_Sorbian_100_CS_AS_KS_SC                                                                                                    1252                                                                                                                                                                                                                                                             Upper-Sorbian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Upper_Sorbian_100_CS_AS_KS_WS_SC                                                                                                 1252                                                                                                                                                                                                                                                             Upper-Sorbian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Urdu_100_BIN                                                                                                                     1256                                                                                                                                                                                                                                                             Urdu-100, binary sort
Urdu_100_BIN2                                                                                                                    1256                                                                                                                                                                                                                                                             Urdu-100, binary code point comparison sort
Urdu_100_CI_AI                                                                                                                   1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Urdu_100_CI_AI_WS                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Urdu_100_CI_AI_KS                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Urdu_100_CI_AI_KS_WS                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Urdu_100_CI_AS                                                                                                                   1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Urdu_100_CI_AS_WS                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Urdu_100_CI_AS_KS                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Urdu_100_CI_AS_KS_WS                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Urdu_100_CS_AI                                                                                                                   1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Urdu_100_CS_AI_WS                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Urdu_100_CS_AI_KS                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Urdu_100_CS_AI_KS_WS                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Urdu_100_CS_AS                                                                                                                   1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Urdu_100_CS_AS_WS                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Urdu_100_CS_AS_KS                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Urdu_100_CS_AS_KS_WS                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Urdu_100_CI_AI_SC                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Urdu_100_CI_AI_WS_SC                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Urdu_100_CI_AI_KS_SC                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Urdu_100_CI_AI_KS_WS_SC                                                                                                          1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Urdu_100_CI_AS_SC                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Urdu_100_CI_AS_WS_SC                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Urdu_100_CI_AS_KS_SC                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Urdu_100_CI_AS_KS_WS_SC                                                                                                          1256                                                                                                                                                                                                                                                             Urdu-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Urdu_100_CS_AI_SC                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Urdu_100_CS_AI_WS_SC                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Urdu_100_CS_AI_KS_SC                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Urdu_100_CS_AI_KS_WS_SC                                                                                                          1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Urdu_100_CS_AS_SC                                                                                                                1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Urdu_100_CS_AS_WS_SC                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Urdu_100_CS_AS_KS_SC                                                                                                             1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Urdu_100_CS_AS_KS_WS_SC                                                                                                          1256                                                                                                                                                                                                                                                             Urdu-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Uzbek_Latin_90_BIN                                                                                                               1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, binary sort
Uzbek_Latin_90_BIN2                                                                                                              1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, binary code point comparison sort
Uzbek_Latin_90_CI_AI                                                                                                             1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Uzbek_Latin_90_CI_AI_WS                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Uzbek_Latin_90_CI_AI_KS                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Uzbek_Latin_90_CI_AI_KS_WS                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Uzbek_Latin_90_CI_AS                                                                                                             1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Uzbek_Latin_90_CI_AS_WS                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Uzbek_Latin_90_CI_AS_KS                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Uzbek_Latin_90_CI_AS_KS_WS                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Uzbek_Latin_90_CS_AI                                                                                                             1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Uzbek_Latin_90_CS_AI_WS                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Uzbek_Latin_90_CS_AI_KS                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Uzbek_Latin_90_CS_AI_KS_WS                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Uzbek_Latin_90_CS_AS                                                                                                             1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Uzbek_Latin_90_CS_AS_WS                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Uzbek_Latin_90_CS_AS_KS                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Uzbek_Latin_90_CS_AS_KS_WS                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Uzbek_Latin_90_CI_AI_SC                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Uzbek_Latin_90_CI_AI_WS_SC                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Uzbek_Latin_90_CI_AI_KS_SC                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Uzbek_Latin_90_CI_AI_KS_WS_SC                                                                                                    1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Uzbek_Latin_90_CI_AS_SC                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Uzbek_Latin_90_CI_AS_WS_SC                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Uzbek_Latin_90_CI_AS_KS_SC                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Uzbek_Latin_90_CI_AS_KS_WS_SC                                                                                                    1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Uzbek_Latin_90_CS_AI_SC                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Uzbek_Latin_90_CS_AI_WS_SC                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Uzbek_Latin_90_CS_AI_KS_SC                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Uzbek_Latin_90_CS_AI_KS_WS_SC                                                                                                    1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Uzbek_Latin_90_CS_AS_SC                                                                                                          1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Uzbek_Latin_90_CS_AS_WS_SC                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Uzbek_Latin_90_CS_AS_KS_SC                                                                                                       1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Uzbek_Latin_90_CS_AS_KS_WS_SC                                                                                                    1254                                                                                                                                                                                                                                                             Uzbek-Latin-90, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Uzbek_Latin_100_BIN                                                                                                              1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, binary sort
Uzbek_Latin_100_BIN2                                                                                                             1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, binary code point comparison sort
Uzbek_Latin_100_CI_AI                                                                                                            1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Uzbek_Latin_100_CI_AI_WS                                                                                                         1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Uzbek_Latin_100_CI_AI_KS                                                                                                         1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Uzbek_Latin_100_CI_AI_KS_WS                                                                                                      1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Uzbek_Latin_100_CI_AS                                                                                                            1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Uzbek_Latin_100_CI_AS_WS                                                                                                         1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Uzbek_Latin_100_CI_AS_KS                                                                                                         1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Uzbek_Latin_100_CI_AS_KS_WS                                                                                                      1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Uzbek_Latin_100_CS_AI                                                                                                            1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Uzbek_Latin_100_CS_AI_WS                                                                                                         1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Uzbek_Latin_100_CS_AI_KS                                                                                                         1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Uzbek_Latin_100_CS_AI_KS_WS                                                                                                      1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Uzbek_Latin_100_CS_AS                                                                                                            1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Uzbek_Latin_100_CS_AS_WS                                                                                                         1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Uzbek_Latin_100_CS_AS_KS                                                                                                         1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Uzbek_Latin_100_CS_AS_KS_WS                                                                                                      1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Uzbek_Latin_100_CI_AI_SC                                                                                                         1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Uzbek_Latin_100_CI_AI_WS_SC                                                                                                      1254                                                                                                                                                                                                                                                             Uzbek-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
